conc (mg/l)	time	rpm	trans
5	1555.32	1500	91.6239
5	1560.31	1500	91.58633
5	1565.33	1500	91.70734
5	1570.31	1500	91.67328
5	1575.32	1500	91.68375
5	1580.31	1500	91.6229
5	1585.32	1500	91.71138
5	1590.32	1500	91.76381
5	1595.32	1500	91.65562
5	1600.31	1500	91.7188
5	1605.32	1500	91.6368
5	1610.32	1500	91.56583
5	1615.33	1500	91.69154
5	1620.32	1500	91.73454
5	1625.32	1500	91.74055
5	1630.32	1500	91.70411
5	1635.32	1500	91.79498
5	1640.32	1500	91.6866
5	1645.32	1500	91.59879
5	1650.32	1500	91.65481
5	1655.32	1500	91.76067
5	1660.32	1500	91.60988
5	1665.33	1500	91.76517
5	1670.32	1500	91.83398
5	1675.33	1500	91.68149
5	1680.33	1500	91.89945
5	1685.33	1500	91.70834
5	1690.33	1500	91.5933
5	1695.33	1500	91.57507
5	1700.33	1500	91.63103
5	1705.33	1500	91.75721
5	1710.33	1500	91.72191
5	1715.33	1500	91.71877
5	1720.33	1500	91.55514
5	1725.33	1500	91.61523
5	1730.33	1500	91.63746
5	1735.33	1500	91.7398
5	1740.34	1500	91.53701
5	1745.33	1500	91.65656
5	1750.34	1500	91.53768
5	0.45	1800	85.38393
5	5.39	1800	84.51951
5	10.4	1800	84.76289
5	15.41	1800	85.04289
5	20.4	1800	85.38418
5	25.41	1800	86.93156
5	30.4	1800	86.61998
5	35.41	1800	86.71661
5	40.4	1800	86.33454
5	45.41	1800	86.42293
5	50.4	1800	85.9719
5	55.41	1800	86.5888
5	60.4	1800	88.23382
5	65.41	1800	88.26976
5	70.4	1800	88.38678
5	75.41	1800	88.10562
5	80.4	1800	88.20023
5	85.41	1800	88.51906
5	90.4	1800	88.77323
5	95.41	1800	89.25549
5	100.4	1800	89.22628
5	105.41	1800	89.18287
