conc (mg/l)	time	rpm	trans
5	1914.99	1200	92.10321
5	1919.97	1200	92.10661
5	1924.98	1200	92.20534
5	1929.97	1200	92.33435
5	1934.98	1200	92.2764
5	1939.98	1200	92.40591
5	1944.98	1200	92.30436
5	1949.98	1200	92.25634
5	1954.98	1200	92.34531
5	1959.98	1200	92.40985
5	1964.99	1200	92.275
5	1969.98	1200	92.37777
5	1974.98	1200	92.31721
5	1979.98	1200	92.44318
5	1984.98	1200	92.31104
5	1989.98	1200	92.43355
5	1994.98	1200	92.33845
5	1999.98	1200	92.34753
5	0.53	1500	82.70714
5	5.04	1500	82.87213
5	10.04	1500	83.48273
5	15.03	1500	83.73014
5	20.04	1500	83.68512
5	25.03	1500	83.88107
5	30.04	1500	84.09366
5	35.03	1500	84.1268
5	40.04	1500	84.72488
5	45.03	1500	84.9749
5	50.04	1500	84.79237
5	55.03	1500	85.48818
5	60.04	1500	85.90567
5	65.05	1500	86.37165
5	70.04	1500	86.60967
5	75.05	1500	87.63544
5	80.04	1500	88.5447
5	85.05	1500	89.092
5	90.04	1500	89.9721
5	95.05	1500	90.45663
5	100.04	1500	88.33152
5	105.05	1500	88.48112
5	110.04	1500	87.83678
5	115.05	1500	88.16883
5	120.04	1500	88.8138
5	125.05	1500	88.8146
5	130.05	1500	88.98106
5	135.05	1500	89.33295
5	140.05	1500	90.16142
5	145.05	1500	89.94081
5	150.05	1500	89.86963
5	155.05	1500	90.04612
5	160.05	1500	89.84125
5	165.05	1500	89.69363
5	170.05	1500	89.53085
5	175.05	1500	89.76023
5	180.05	1500	89.90019
5	185.05	1500	89.88461
5	190.05	1500	90.11564
5	195.06	1500	90.25645
5	200.05	1500	90.41505
5	205.06	1500	90.29087
5	210.05	1500	90.31966
5	215.06	1500	90.24004
5	220.05	1500	90.09875
5	225.06	1500	90.1881
5	230.05	1500	90.40137
5	235.06	1500	90.42439
5	240.05	1500	90.29742
5	245.06	1500	90.46327
5	250.05	1500	90.12543
5	255.06	1500	90.16045
5	260.06	1500	90.19804
5	265.06	1500	90.34806
5	270.07	1500	90.52641
5	275.06	1500	90.41215
5	280.07	1500	90.38342
5	285.06	1500	90.29424
5	290.07	1500	90.40876
5	295.06	1500	90.19022
5	300.07	1500	90.44337
5	305.06	1500	90.47973
5	310.07	1500	90.45415
5	315.06	1500	90.69704
5	320.07	1500	90.5191
5	325.06	1500	90.72695
5	330.07	1500	90.63297
5	335.06	1500	90.92454
5	340.07	1500	90.73907
5	345.06	1500	90.7487
5	350.07	1500	90.70153
5	355.06	1500	90.86601
5	360.07	1500	91.00584
5	365.06	1500	90.97567
5	370.07	1500	90.857
5	375.06	1500	91.04817
5	380.07	1500	91.04316
5	385.06	1500	90.94049
5	390.07	1500	90.83636
5	395.06	1500	90.78056
5	400.07	1500	90.97938
5	405.06	1500	90.99251
5	410.07	1500	91.21501
5	415.06	1500	91.03766
5	420.07	1500	91.04394
5	425.06	1500	91.03297
5	430.07	1500	90.95333
5	435.06	1500	90.88833
5	440.07	1500	91.00455
5	445.06	1500	90.86242
5	450.07	1500	90.96473
5	455.06	1500	91.08303
5	460.07	1500	91.11555
5	465.08	1500	91.14337
5	470.07	1500	91.25391
5	475.08	1500	91.02795
5	480.07	1500	91.00333
5	485.08	1500	91.18909
5	490.07	1500	91.20197
5	495.08	1500	90.92999
5	500.07	1500	91.12183
5	505.08	1500	90.96899
5	510.07	1500	91.01793
5	515.08	1500	91.26476
5	520.07	1500	91.07265
5	525.08	1500	91.17017
5	530.07	1500	91.32827
5	535.08	1500	91.05244
5	540.07	1500	91.0774
5	545.08	1500	91.22932
5	550.07	1500	91.19081
5	555.08	1500	91.03066
5	560.08	1500	91.21461
5	565.08	1500	91.23661
5	570.08	1500	91.17336
5	575.08	1500	91.35331
5	580.08	1500	91.33434
5	585.08	1500	91.37823
5	590.08	1500	91.30624
5	595.08	1500	91.03065
5	600.08	1500	90.96667
5	605.08	1500	91.39017
5	610.08	1500	91.24368
5	615.08	1500	91.34515
5	620.08	1500	91.21783
5	625.08	1500	91.19402
5	630.08	1500	91.06734
5	635.09	1500	91.53917
5	640.08	1500	91.42706
5	645.09	1500	91.20502
5	650.08	1500	91.3648
5	655.09	1500	91.3087
5	660.08	1500	91.26344
5	665.09	1500	91.29877
5	670.09	1500	91.32291
5	675.09	1500	91.35579
5	680.09	1500	91.35909
5	685.09	1500	91.28854
5	690.09	1500	91.40366
5	695.09	1500	91.29074
5	700.1	1500	91.28424
5	705.09	1500	91.22685
5	710.1	1500	91.40192
5	715.09	1500	91.35915
5	720.1	1500	91.44734
5	725.09	1500	91.39663
5	730.1	1500	91.31671
5	735.09	1500	91.30112
5	740.1	1500	91.27801
5	745.09	1500	91.25228
5	750.1	1500	91.43175
5	755.09	1500	91.34459
5	760.1	1500	91.44718
5	765.09	1500	91.45614
5	770.1	1500	91.36387
5	775.09	1500	91.44104
5	780.1	1500	91.50523
5	785.09	1500	91.47028
5	790.1	1500	91.3875
5	795.09	1500	91.53075
5	800.1	1500	91.57472
5	805.09	1500	91.634
5	810.1	1500	91.37313
5	815.09	1500	91.46594
5	820.1	1500	91.48211
5	825.09	1500	91.45824
5	830.1	1500	91.43955
5	835.09	1500	91.37559
5	840.1	1500	91.36067
5	845.09	1500	91.53856
5	850.1	1500	91.50895
5	855.09	1500	91.3002
5	860.1	1500	91.45273
5	865.09	1500	91.40427
5	870.1	1500	91.52122
5	875.11	1500	91.39463
5	880.1	1500	91.33904
5	885.11	1500	91.41351
5	890.1	1500	91.40681
5	895.11	1500	91.46449
